Дата_рождения Date; Дата_рождения Date; Кол-во_проектов Integer; Кол-во_проектов Integer; Дата_рождения Date; Рейтинг Float; Комментарий String; Дата_рождения Date; Дата_рождения Date; Комментарий String; 
12.09.2001; 05.11.2021; 95; 55; 21.01.2018; 6,6; Разнообразный и богатый опыт реализация намеченног; 12.09.2001; 21.01.2018; Соображения высшего порядка, а также реализация на; 
19.09.2019; 20.11.2016; 69; 95; 01.11.2019; 9,28; Значимость этих проблем настолько очевидна, что ра; 27.07.2018; 11.05.1990; Дорогие друзья, постоянный количественный рост и с; 
22.05.2022; 29.10.1987; 26; 86; 01.11.2019; 2,04; Значимость этих проблем настолько очевидна, что ра; 09.07.2009; 10.01.2006; Значимость этих проблем настолько очевидна, что ра; 
21.01.2018; 19.09.1974; 89; 26; 12.12.2004; 5,23; Задача организации, в особенности же социально-эко; 25.03.1985; 29.10.1987; Значимость этих проблем настолько очевидна, что ко; 
23.09.1987; 21.01.2018; 14; 27; 04.07.1999; 5,9; Задача организации, в особенности же социально-эко; 12.12.2004; 13.08.2011; Повседневная практика показывает, что постоянный к; 
25.03.1985; 04.07.1999; 9; 29; 04.12.2022; 2,04; Соображения высшего порядка, а также начало повсед; 23.09.1987; 15.05.1991; Соображения высшего порядка, а также начало повсед; 
24.03.1982; 29.10.1987; 69; 18; 21.01.2018; 1,18; Разнообразный и богатый опыт постоянное информацио; 09.07.2009; 12.09.2001; Значимость этих проблем настолько очевидна, что сл; 
21.01.2018; 27.09.1980; 56; 55; 12.12.2004; 3,9; Таким образом, постоянное информационно-техническо; 01.11.2019; 29.10.1987; Равным образом сложившаяся структура организации н; 
23.09.1987; 24.01.1970; 38; 21; 25.07.1991; 8,85; Значимость этих проблем настолько очевидна, что ра; 30.09.2002; 29.10.1987; Значимость этих проблем настолько очевидна, что ко; 
19.09.1974; 10.01.2006; 79; 69; 12.09.2001; 6,28; Соображения высшего порядка, а также начало повсед; 12.09.2001; 04.07.1999; С другой стороны новая модель организационной деят; 
29.12.1992; 25.07.1991; 27; 45; 01.11.2019; 7,95; Повседневная практика показывает, что консультация; 05.11.2021; 25.03.1985; Задача организации, в особенности же консультация ; 
02.02.2006; 27.07.2018; 69; 86; 11.08.2013; 8,33; Равным образом дальнейшее развитие различных форм ; 30.09.2002; 09.07.2009; Практический опыт показывает, что выбранный нами и; 
21.01.2018; 23.09.1987; 10; 95; 25.03.1985; 0,54; Дорогие друзья, постоянный количественный рост и с; 15.02.2002; 27.07.2018; Практический опыт показывает, что выбранный нами и; 
15.02.2002; 10.01.2006; 19; 51; 02.10.2019; 0,93; Значимость этих проблем настолько очевидна, что ра; 12.12.2004; 12.09.2001; Значимость этих проблем настолько очевидна, что ко; 
12.12.2004; 29.10.1987; 63; 24; 22.07.2000; 7,9; Равным образом дальнейшее развитие различных форм ; 04.12.2022; 10.01.2006; Соображения высшего порядка, а также начало повсед; 
05.11.2021; 03.12.1982; 94; 22; 19.09.1974; 9,16; С другой стороны новая модель организационной деят; 02.10.2019; 22.07.2000; Дорогие друзья, консультация с профессионалами из ; 
11.05.1990; 22.07.2000; 21; 42; 11.05.1990; 1,17; Не следует, однако, забывать о том, что постоянное; 27.07.2018; 21.01.2018; Практический опыт показывает, что выбранный нами и; 
19.09.1974; 23.09.1987; 2; 59; 03.12.1982; 0,54; Соображения высшего порядка, а также начало повсед; 02.02.2006; 21.01.2018; С другой стороны новая модель организационной деят; 
